||CHANNELNAMES||	"Abs-R110"
765.542168674699 0.00378023992541468
767.550200803213 -0.00171599924509175
769.558232931727 -0.000531118359663889
771.566265060241 -0.00163825354099017
773.574297188755 0.00314933211394848
775.582329317269 0.00249238317064994
777.590361445783 -0.00122295409451878
779.598393574297 0.00109828970392808
781.606425702811 0.00788021278674705
783.614457831325 -0.00160699894091461
785.622489959839 0.0021080307872639
787.630522088353 -0.001037208487671
789.638554216868 -0.00673589729122322
791.646586345382 -0.00201809215828866
793.654618473896 0.00234817001438501
795.66265060241 0.0019619603456976
797.670682730924 -0.000933052511182715
799.678714859438 -0.0013270926272511
801.686746987952 -0.000624164842518363
803.694779116466 0.00519145038270275
805.70281124498 0.000177400609200142
807.710843373494 0.00491603221528078
809.718875502008 0.00563166583158563
811.726907630522 0.00337374605362003
813.734939759036 0.000321931453868115
815.74297188755 -0.000869958014187304
817.751004016064 0.00227773302799352
819.759036144578 -0.00053253528900454
821.767068273092 -0.000676044972224497
823.775100401606 8.72774709305844E-05
825.783132530121 0.00131176998166425
827.791164658635 0.00185447780670894
829.799196787149 0.00297659249003794
831.807228915663 0.000604940085529709
833.815261044177 0.00315302942858353
835.823293172691 -0.00121436494222232
837.831325301205 0.00175171316004547
839.839357429719 -0.00317492402681431
841.847389558233 0.00117860671372127
843.855421686747 -0.00144285370406123
845.863453815261 -0.00168636593158459
847.871485943775 -0.0024638091662473
849.879518072289 0.00140724435705248
851.887550200803 -0.00205052874752235
853.895582329317 7.65913955134447E-05
855.903614457831 0.000662708342549643
857.911646586345 0.00116010535578486
859.919678714859 0.000533991641301893
861.927710843373 -0.000430036438616818
863.935742971888 -0.00195831157188152
865.943775100402 0.00361945087092962
867.951807228916 0.00572258594314466
869.95983935743 0.00185653844475185
871.967871485944 0.00256218411882984
873.975903614458 0.00122837190795238
875.983935742972 -9.81096347303816E-05
877.991967871486 0.001253911980648
880 0.000837276235117753
