||CHANNELNAMES||	"PL-RB"
586.827309236948 0.480624971090374
588.835341365462 0.507483362159463
590.843373493976 0.518236368181631
592.85140562249 0.531407799739062
594.859437751004 0.546804715873563
596.867469879518 0.561647714556879
598.875502008032 0.571173295179958
600.883534136546 0.577248458792417
602.89156626506 0.565384705309941
604.899598393574 0.576810617252296
606.907630522088 0.559252651662288
608.915662650602 0.540456286080421
610.923694779116 0.525120825688601
612.93172690763 0.506519963234825
614.939759036145 0.474566078560813
616.947791164659 0.448997670184901
618.955823293173 0.426425064792407
620.963855421687 0.397847849029572
622.971887550201 0.366528880889303
624.979919678715 0.343983352266773
626.987951807229 0.320085860212487
628.995983935743 0.294328338321159
631.004016064257 0.293072614538957
633.012048192771 0.276577061827768
635.020080321285 0.266248885053806
637.028112449799 0.277017947767389
639.036144578313 0.267553368206162
641.044176706827 0.30267880984528
643.052208835341 0.315003524271404
645.060240963855 0.313016597734214
647.06827309237 0.345494222798799
649.076305220884 0.357594643697471
651.084337349398 0.367497503319558
653.092369477912 0.380406390823704
655.100401606426 0.405405768292333
657.10843373494 0.40695558674594
659.116465863454 0.40863968836041
661.124497991968 0.421390185980899
663.132530120482 0.407895821228168
665.140562248996 0.407075929485901
667.14859437751 0.417163807875822
669.156626506024 0.406412499100558
671.164658634538 0.392781202510572
673.172690763052 0.386691114444456
675.180722891566 0.376324009206396
677.18875502008 0.368455619440243
679.196787148594 0.365775930963993
681.204819277109 0.349513853896993
683.212851405623 0.329910536727921
685.220883534137 0.319174964718178
687.228915662651 0.313568464426069
689.236947791165 0.315223455351779
691.244979919679 0.299586211716862
693.253012048193 0.284537157999765
695.261044176707 0.286265890262748
697.269076305221 0.278247091764755
699.277108433735 0.263344241339363
701.285140562249 0.261429492646523
703.293172690763 0.250477234149737
705.301204819277 0.256643352087156
707.309236947791 0.242571809853255
709.317269076305 0.229224672694996
711.325301204819 0.230583805070883
713.333333333333 0.224816512144908
715.341365461847 0.213898061730294
717.349397590361 0.21324369745617
719.357429718875 0.214758085403606
721.36546184739 0.214196639932053
