||CHANNELNAMES||	"PL-R110"
859.919678714859 -0.00211429696468352
861.927710843373 0.000655349732114101
863.935742971888 0.0113773962598469
865.943775100402 -0.00196921767886738
867.951807228916 -0.0103139678310335
869.95983935743 0.0101542460596836
871.967871485944 0.00606218720003227
873.975903614458 0.0016151984648623
875.983935742972 0.0049209630213287
877.991967871486 0.00511841582308354
880 -0.00334598022085817
